1	82	B	D	D
1	82	B	L	D
1	82	B	R	D
1	82	B	U	D
1	82	D	B	U
1	82	D	F	U
1	82	D	L	U
1	82	D	R	U
1	82	F	D	D
1	82	F	L	D
1	82	F	R	D
1	82	F	U	D
1	82	L	B	U
1	82	L	D	D
1	82	L	F	U
1	82	L	U	D
1	82	R	B	U
1	82	R	D	D
1	82	R	F	U
1	82	R	U	D
1	82	U	B	U
1	82	U	F	U
1	82	U	L	U
1	82	U	R	U
2	81	B	D	U
2	81	B	L	U
2	81	B	R	U
2	81	B	U	U
2	81	D	B	D
2	81	D	F	D
2	81	D	L	D
2	81	D	R	D
2	81	F	D	U
2	81	F	L	U
2	81	F	R	U
2	81	F	U	U
2	81	L	B	D
2	81	L	D	U
2	81	L	F	D
2	81	L	U	U
2	81	R	B	D
2	81	R	D	U
2	81	R	F	D
2	81	R	U	U
2	81	U	B	D
2	81	U	F	D
2	81	U	L	D
2	81	U	R	D
4	65	B	D	U
4	65	B	L	U
4	65	B	R	U
4	65	B	U	U
4	65	D	B	D
4	65	D	F	D
4	65	D	L	D
4	65	D	R	D
4	65	F	D	U
4	65	F	L	U
4	65	F	R	U
4	65	F	U	U
4	65	L	B	D
4	65	L	D	U
4	65	L	F	D
4	65	L	U	U
4	65	R	B	D
4	65	R	D	U
4	65	R	F	D
4	65	R	U	U
4	65	U	B	D
4	65	U	F	D
4	65	U	L	D
4	65	U	R	D
7	18	B	D	D
7	18	B	L	D
7	18	B	R	D
7	18	B	U	D
7	18	D	B	U
7	18	D	F	U
7	18	D	L	U
7	18	D	R	U
7	18	F	D	D
7	18	F	L	D
7	18	F	R	D
7	18	F	U	D
7	18	L	B	U
7	18	L	D	D
7	18	L	F	U
7	18	L	U	D
7	18	R	B	U
7	18	R	D	D
7	18	R	F	U
7	18	R	U	D
7	18	U	B	U
7	18	U	F	U
7	18	U	L	U
7	18	U	R	U
8	66	B	D	D
8	66	B	L	D
8	66	B	R	D
8	66	B	U	D
8	66	D	B	U
8	66	D	F	U
8	66	D	L	U
8	66	D	R	U
8	66	F	D	D
8	66	F	L	D
8	66	F	R	D
8	66	F	U	D
8	66	L	B	U
8	66	L	D	D
8	66	L	F	U
8	66	L	U	D
8	66	R	B	U
8	66	R	D	D
8	66	R	F	U
8	66	R	U	D
8	66	U	B	U
8	66	U	F	U
8	66	U	L	U
8	66	U	R	U
11	17	B	D	U
11	17	B	L	U
11	17	B	R	U
11	17	B	U	U
11	17	D	B	D
11	17	D	F	D
11	17	D	L	D
11	17	D	R	D
11	17	F	D	U
11	17	F	L	U
11	17	F	R	U
11	17	F	U	U
11	17	L	B	D
11	17	L	D	U
11	17	L	F	D
11	17	L	U	U
11	17	R	B	D
11	17	R	D	U
11	17	R	F	D
11	17	R	U	U
11	17	U	B	D
11	17	U	F	D
11	17	U	L	D
11	17	U	R	D
13	33	B	D	U
